Measurement,Site,Plot,Date,Transect,Individual,Record_id,Number of siliques counted per plant,Comments
Silique_count,9,3,20180531,1,2,SC-9-3-1-2-20180531,16,
Silique_count,9,3,20180531,1,3,SC-9-3-1-3-20180531,12,
Silique_count,9,3,20180531,2,1,SC-9-3-2-1-20180531,83,
Silique_count,9,3,20180531,2,2,SC-9-3-2-2-20180531,72,
Silique_count,9,3,20180531,2,3,SC-9-3-2-3-20180531,15,
Silique_count,9,3,20180531,2,4,SC-9-3-2-4-20180531,112,
Silique_count,9,3,20180531,2,5,SC-9-3-2-5-20180531,16,
Silique_count,9,3,20180531,2,6,SC-9-3-2-6-20180531,10,
Silique_count,9,4,20180531,1,1,SC-9-4-1-1-20180531,58,
Silique_count,9,4,20180531,1,2,SC-9-4-1-2-20180531,38,
Silique_count,9,4,20180531,1,3,SC-9-4-1-3-20180531,10,
Silique_count,9,4,20180531,1,4,SC-9-4-1-4-20180531,22,
Silique_count,9,4,20180531,1,5,SC-9-4-1-5-20180531,16,
Silique_count,9,4,20180531,1,6,SC-9-4-1-6-20180531,9,
Silique_count,9,4,20180531,2,1,SC-9-4-2-1-20180531,69,
Silique_count,9,4,20180531,2,2,SC-9-4-2-2-20180531,8,
Silique_count,9,4,20180531,2,3,SC-9-4-2-3-20180531,21,
Silique_count,9,4,20180531,2,4,SC-9-4-2-4-20180531,16,
Silique_count,9,4,20180531,2,5,SC-9-4-2-5-20180531,7,
Silique_count,9,4,20180531,2,6,SC-9-4-2-6-20180531,15,
Silique_count,9,4,20180531,2,7,SC-9-4-2-7-20180531,31,
Silique_count,9,4,20180531,2,8,SC-9-4-2-8-20180531,18,
Silique_count,9,5,20180531,1,1,SC-9-5-1-1-20180531,12,
Silique_count,9,5,20180531,1,2,SC-9-5-1-2-20180531,73,
Silique_count,9,5,20180531,1,3,SC-9-5-1-3-20180531,29,
Silique_count,9,5,20180531,1,4,SC-9-5-1-4-20180531,16,
Silique_count,9,5,20180531,1,5,SC-9-5-1-5-20180531,115,
Silique_count,9,5,20180531,1,6,SC-9-5-1-6-20180531,8,
Silique_count,9,5,20180531,2,1,SC-9-5-2-1-20180531,7,
Silique_count,9,5,20180531,2,2,SC-9-5-2-2-20180531,12,
Silique_count,9,5,20180531,2,3,SC-9-5-2-3-20180531,19,
Silique_count,9,5,20180531,2,4,SC-9-5-2-4-20180531,24,
Silique_count,9,5,20180531,2,5,SC-9-5-2-5-20180531,17,
Silique_count,9,5,20180531,2,6,SC-9-5-2-6-20180531,18,
Silique_count,9,5,20180531,2,7,SC-9-5-2-7-20180531,13,
Silique_count,9,6,20180531,1,1,SC-9-6-1-1-20180531,12,
Silique_count,9,6,20180531,1,2,SC-9-6-1-2-20180531,16,
Silique_count,9,6,20180531,1,3,SC-9-6-1-3-20180531,53,
Silique_count,9,6,20180531,1,4,SC-9-6-1-4-20180531,121,
Silique_count,9,6,20180531,2,1,SC-9-6-2-1-20180531,212,
Silique_count,9,6,20180531,2,2,SC-9-6-2-2-20180531,23,
Silique_count,9,6,20180531,2,3,SC-9-6-2-3-20180531,76,
Silique_count,9,6,20180531,2,4,SC-9-6-2-4-20180531,18,
Silique_count,9,6,20180531,2,5,SC-9-6-2-5-20180531,29,
Silique_count,9,6,20180531,2,6,SC-9-6-2-6-20180531,32,
Silique_count,9,6,20180531,2,7,SC-9-6-2-7-20180531,17,
Silique_count,9,6,20180531,2,8,SC-9-6-2-8-20180531,9,
Silique_count,9,7,20180531,1,1,SC-9-7-1-1-20180531,74,
Silique_count,9,7,20180531,1,2,SC-9-7-1-2-20180531,13,
Silique_count,9,7,20180531,1,3,SC-9-7-1-3-20180531,4,
Silique_count,9,7,20180531,1,4,SC-9-7-1-4-20180531,24,
Silique_count,9,7,20180531,2,1,SC-9-7-2-1-20180531,16,
Silique_count,9,7,20180531,2,2,SC-9-7-2-2-20180531,8,
Silique_count,9,7,20180531,2,3,SC-9-7-2-3-20180531,12,
Silique_count,9,7,20180531,2,4,SC-9-7-2-4-20180531,6,
Silique_count,9,7,20180531,2,5,SC-9-7-2-5-20180531,9,
Silique_count,9,7,20180531,2,6,SC-9-7-2-6-20180531,15,
Silique_count,9,7,20180531,2,7,SC-9-7-2-7-20180531,22,
Silique_count,9,7,20180531,2,8,SC-9-7-2-8-20180531,13,
Silique_count,9,8,20180531,1,1,SC-9-8-1-1-20180531,28,
Silique_count,9,8,20180531,1,2,SC-9-8-1-2-20180531,30,
Silique_count,9,8,20180531,1,3,SC-9-8-1-3-20180531,8,
Silique_count,9,8,20180531,1,4,SC-9-8-1-4-20180531,22,
Silique_count,9,8,20180531,2,1,SC-9-8-2-1-20180531,17,
Silique_count,9,8,20180531,2,2,SC-9-8-2-2-20180531,12,
Silique_count,9,8,20180531,2,3,SC-9-8-2-3-20180531,11,
Silique_count,9,8,20180531,2,4,SC-9-8-2-4-20180531,22,
Silique_count,9,8,20180531,2,5,SC-9-8-2-5-20180531,16,
Silique_count,9,9,20180531,1,1,SC-9-9-1-1-20180531,14,
Silique_count,9,9,20180531,1,2,SC-9-9-1-2-20180531,10,
Silique_count,9,9,20180531,1,3,SC-9-9-1-3-20180531,6,
Silique_count,9,9,20180531,1,4,SC-9-9-1-4-20180531,12,
Silique_count,9,9,20180531,1,5,SC-9-9-1-5-20180531,18,
Silique_count,9,9,20180531,1,6,SC-9-9-1-6-20180531,24,
Silique_count,9,9,20180531,1,7,SC-9-9-1-7-20180531,32,
Silique_count,9,9,20180531,1,8,SC-9-9-1-8-20180531,17,
Silique_count,9,9,20180531,2,1,SC-9-9-2-1-20180531,22,
Silique_count,9,9,20180531,2,2,SC-9-9-2-2-20180531,3,
Silique_count,9,9,20180531,2,3,SC-9-9-2-3-20180531,12,
Silique_count,9,9,20180531,2,4,SC-9-9-2-4-20180531,25,
Silique_count,9,9,20180531,2,5,SC-9-9-2-5-20180531,18,
Silique_count,9,10,20180531,1,1,SC-9-10-1-1-20180531,48,
Silique_count,9,10,20180531,1,2,SC-9-10-1-2-20180531,12,
Silique_count,9,10,20180531,1,3,SC-9-10-1-3-20180531,8,
Silique_count,9,10,20180531,1,4,SC-9-10-1-4-20180531,86,
Silique_count,9,10,20180531,1,5,SC-9-10-1-5-20180531,25,
Silique_count,9,10,20180531,1,6,SC-9-10-1-6-20180531,13,
Silique_count,9,10,20180531,1,7,SC-9-10-1-7-20180531,16,
Silique_count,9,10,20180531,1,8,SC-9-10-1-8-20180531,8,
Silique_count,9,10,20180531,1,9,SC-9-10-1-9-20180531,14,
Silique_count,9,10,20180531,1,10,SC-9-10-1-10-20180531,29,
Silique_count,9,10,20180531,2,1,SC-9-10-2-1-20180531,15,
Silique_count,9,10,20180531,2,2,SC-9-10-2-2-20180531,6,
Silique_count,9,10,20180531,2,3,SC-9-10-2-3-20180531,4,
Silique_count,9,10,20180531,2,4,SC-9-10-2-4-20180531,18,
Silique_count,9,10,20180531,2,5,SC-9-10-2-5-20180531,28,
Silique_count,9,10,20180531,2,6,SC-9-10-2-6-20180531,16,
Silique_count,9,11,20180531,1,1,SC-9-11-1-1-20180531,4,
Silique_count,9,11,20180531,1,2,SC-9-11-1-2-20180531,12,
Silique_count,9,11,20180531,1,3,SC-9-11-1-3-20180531,8,
Silique_count,9,11,20180531,1,4,SC-9-11-1-4-20180531,14,
Silique_count,9,11,20180531,1,5,SC-9-11-1-5-20180531,25,
Silique_count,9,11,20180531,1,6,SC-9-11-1-6-20180531,12,
Silique_count,9,11,20180531,1,7,SC-9-11-1-7-20180531,18,
Silique_count,9,11,20180531,2,1,SC-9-11-2-1-20180531,22,
Silique_count,9,11,20180531,2,2,SC-9-11-2-2-20180531,14,
Silique_count,9,11,20180531,2,3,SC-9-11-2-3-20180531,17,
Silique_count,9,11,20180531,2,4,SC-9-11-2-4-20180531,64,
Silique_count,9,11,20180531,2,5,SC-9-11-2-5-20180531,31,
Silique_count,9,11,20180531,2,6,SC-9-11-2-6-20180531,18,
Silique_count,9,12,20180531,1,1,SC-9-12-1-1-20180531,167,
Silique_count,9,12,20180531,1,2,SC-9-12-1-2-20180531,18,
Silique_count,9,12,20180531,1,3,SC-9-12-1-3-20180531,8,
Silique_count,9,12,20180531,1,4,SC-9-12-1-4-20180531,68,
Silique_count,9,12,20180531,2,1,SC-9-12-2-1-20180531,152,
Silique_count,9,12,20180531,2,2,SC-9-12-2-2-20180531,98,
Silique_count,9,12,20180531,2,3,SC-9-12-2-3-20180531,12,
Silique_count,9,12,20180531,2,4,SC-9-12-2-4-20180531,19,
Silique_count,9,12,20180531,2,5,SC-9-12-2-5-20180531,9,
Silique_count,9,12,20180531,2,6,SC-9-12-2-6-20180531,38,
Silique_count,9,1,20190701,1,0,SC-9-1-1-1-20190701,3,very small
Silique_count,9,2,20190701,1,1,SC-9-2-1-1-20180531,NA,0 individuals
Silique_count,9,3,20190701,1,1,SC-9-3-1-1-20180531,2,very small
Silique_count,9,3,20190701,1,2,SC-9-3-1-2-20180531,3,very small
Silique_count,9,3,20190701,1,3,SC-9-3-1-3-20180531,1,very small
Silique_count,9,3,20190701,2,1,SC-9-3-2-1-20180531,2,very small
Silique_count,9,4,20190701,0,1,SC-9-4-1-1-20180531,NA,0 individuals and 0 siliques
Silique_count,9,5,20190701,1,1,SC-9-5-1-1-20180531,4,very small
Silique_count,9,6,20190701,1,1,SC-9-6-1-1-20180531,3,very small
Silique_count,9,6,20190701,1,2,SC-9-6-1-2-20180531,4,very small
Silique_count,9,6,20190701,1,3,SC-9-6-1-3-20180531,5,very small
Silique_count,9,6,20190701,1,4,SC-9-6-1-4-20180531,2,very small
Silique_count,9,7,20190701,1,1,SC-9-7-1-1-20180531,3,very small
Silique_count,9,7,20190701,1,2,SC-9-7-1-2-20180531,2,very small
Silique_count,9,7,20190701,1,3,SC-9-7-1-3-20180531,4,very small
Silique_count,9,8,20190701,1,0,SC-9-8-1-1-20180531,NA,0 individuals and 0 siliques
Silique_count,9,9,20190701,1,1,SC-9-9-1-1-20180531,3,very small
Silique_count,9,9,20190701,1,2,SC-9-9-1-2-20180531,5,very small
Silique_count,9,9,20190701,1,3,SC-9-9-1-3-20180531,6,very small
Silique_count,9,9,20190701,1,4,SC-9-9-1-4-20180531,3,very small
Silique_count,9,9,20190701,1,5,SC-9-9-1-5-20180531,3,very small
Silique_count,9,10,20190701,1,1,SC-9-10-1-1-20180531,4,very small
Silique_count,9,10,20190701,1,2,SC-9-10-1-2-20180531,5,very small
Silique_count,9,11,20190701,1,1,SC-9-11-1-1-20180531,2,very small
Silique_count,9,11,20190701,1,2,SC-9-11-1-2-20180531,3,very small
Silique_count,9,11,20190701,1,3,SC-9-11-1-3-20180531,5,very small
Silique_count,9,11,20190701,1,4,SC-9-11-1-4-20180531,3,very small
Silique_count,9,11,20190701,1,5,SC-9-11-1-5-20180531,6,very small
Silique_count,9,11,20190701,1,6,SC-9-11-1-6-20180531,2,very small
Silique_count,9,12,20190701,1,1,SC-9-12-1-1-20180531,8,very small
Silique_count,9,12,20190701,1,2,SC-9-12-1-2-20180531,3,very small
Silique_count,9,12,20190701,1,3,SC-9-12-1-3-20180531,2,very small
Silique_count,9,12,20190701,1,4,SC-9-12-1-4-20180531,4,very small
Silique_count,9,12,20190701,2,1,SC-9-12-2-1-20180531,6,very small
Silique_count,9,12,20190701,2,2,SC-9-12-2-2-20180531,3,very small
Silique_count,9,12,20190701,2,3,SC-9-12-2-3-20180531,1,very small
Silique_count,9,12,20190701,2,4,SC-9-12-2-4-20180531,3,very small
Silique_count,9,12,20190701,2,5,SC-9-12-2-5-20180531,4,very small
Silique_count,11,1,20180608,1,1,SC-11-1-1-1-20180608,6,
Silique_count,11,1,20180608,2,1,SC-11-1-2-1-20180608,7,
Silique_count,11,1,20180608,2,2,SC-11-1-2-2-20180608,41,
Silique_count,11,2,20180608,1,1,SC-11-2-1-1-20180608,88,
Silique_count,11,2,20180608,2,1,SC-11-2-2-1-20180608,5,
Silique_count,11,2,20180608,2,2,SC-11-2-2-2-20180608,21,
Silique_count,11,3,20180608,1,1,SC-11-3-1-1-20180608,8,
Silique_count,11,3,20180608,1,2,SC-11-3-1-2-20180608,6,
Silique_count,11,3,20180608,1,3,SC-11-3-1-3-20180608,15,
Silique_count,11,3,20180608,1,4,SC-11-3-1-4-20180608,7,
Silique_count,11,3,20180608,2,1,SC-11-3-2-1-20180608,23,
Silique_count,11,3,20180608,2,2,SC-11-3-2-2-20180608,22,
Silique_count,11,3,20180608,2,3,SC-11-3-2-3-20180608,34,
Silique_count,11,4,20180608,1,1,SC-11-4-1-1-20180608,32,
Silique_count,11,4,20180608,1,2,SC-11-4-1-2-20180608,6,
Silique_count,11,4,20180608,2,1,SC-11-4-2-1-20180608,7,
Silique_count,11,5,20180608,1,1,SC-11-5-1-1-20180608,10,
Silique_count,11,5,20180608,1,2,SC-11-5-1-2-20180608,20,
Silique_count,11,5,20180608,1,3,SC-11-5-1-3-20180608,36,
Silique_count,11,5,20180608,2,1,SC-11-5-2-1-20180608,11,
Silique_count,11,5,20180608,2,2,SC-11-5-2-2-20180608,8,
Silique_count,11,6,20180608,1,1,SC-11-6-1-1-20180608,22,
Silique_count,11,6,20180608,1,2,SC-11-6-1-2-20180608,31,
Silique_count,11,6,20180608,2,1,SC-11-6-2-1-20180608,19,
Silique_count,11,6,20180608,2,2,SC-11-6-2-2-20180608,33,
Silique_count,11,6,20180608,2,3,SC-11-6-2-3-20180608,55,
Silique_count,11,6,20180608,2,4,SC-11-6-2-4-20180608,14,
Silique_count,11,7,20180608,1,1,SC-11-7-1-1-20180608,2,
Silique_count,11,7,20180608,1,2,SC-11-7-1-2-20180608,72,
Silique_count,11,7,20180608,1,3,SC-11-7-1-3-20180608,32,
Silique_count,11,7,20180608,1,4,SC-11-7-1-4-20180608,14,
Silique_count,11,7,20180608,2,1,SC-11-7-2-1-20180608,22,
Silique_count,11,8,20180608,1,1,SC-11-8-1-1-20180608,56,
Silique_count,11,8,20180608,1,2,SC-11-8-1-2-20180608,65,
Silique_count,11,9,20180608,1,1,SC-11-9-1-1-20180608,41,
Silique_count,11,9,20180608,1,2,SC-11-9-1-2-20180608,12,
Silique_count,11,9,20180608,1,3,SC-11-9-1-3-20180608,2,
Silique_count,11,9,20180608,2,1,SC-11-9-2-1-20180608,10,
Silique_count,11,10,20180608,1,1,SC-11-10-1-1-20180608,26,
Silique_count,11,10,20180608,2,1,SC-11-10-2-1-20180608,67,
Silique_count,11,10,20180608,2,2,SC-11-10-2-2-20180608,11,
Silique_count,11,11,20180608,1,1,SC-11-11-1-1-20180608,85,
Silique_count,11,12,20180608,1,1,SC-11-12-1-1-20180608,32,
Silique_count,11,12,20180608,2,1,SC-11-12-2-1-20180608,4,
Silique_count,28,1,20180511,1,1,SC-28-1-1-1-20180511,7,*No way to include zeros (only reproductive individuals counted)
Silique_count,28,1,20180511,1,2,SC-28-1-1-2-20180511,9,
Silique_count,28,1,20180511,1,3,SC-28-1-1-3-20180511,60,
Silique_count,28,1,20180511,1,4,SC-28-1-1-4-20180511,4,
Silique_count,28,1,20180511,1,5,SC-28-1-1-5-20180511,12,
Silique_count,28,1,20180511,1,6,SC-28-1-1-6-20180511,6,
Silique_count,28,1,20180511,1,7,SC-28-1-1-7-20180511,3,
Silique_count,28,1,20180511,1,8,SC-28-1-1-8-20180511,4,
Silique_count,28,1,20180511,1,9,SC-28-1-1-9-20180511,5,
Silique_count,28,1,20180511,1,10,SC-28-1-1-10-20180511,16,
Silique_count,28,1,20180511,1,11,SC-28-1-1-11-20180511,4,
Silique_count,28,1,20180511,1,12,SC-28-1-1-12-20180511,1,
Silique_count,28,1,20180511,1,13,SC-28-1-1-13-20180511,22,
Silique_count,28,1,20180511,1,14,SC-28-1-1-14-20180511,1,
Silique_count,28,1,20180511,1,15,SC-28-1-1-15-20180511,1,
Silique_count,28,1,20180511,1,16,SC-28-1-1-16-20180511,5,
Silique_count,28,1,20180511,1,17,SC-28-1-1-17-20180511,46,
Silique_count,28,1,20180511,1,18,SC-28-1-1-18-20180511,4,
Silique_count,28,1,20180511,1,19,SC-28-1-1-19-20180511,3,
Silique_count,28,1,20180511,1,20,SC-28-1-1-20-20180511,1,
Silique_count,28,1,20180511,1,21,SC-28-1-1-21-20180511,38,
Silique_count,28,1,20180511,1,22,SC-28-1-1-22-20180511,2,
Silique_count,28,1,20180511,1,23,SC-28-1-1-23-20180511,2,
Silique_count,28,1,20180511,1,24,SC-28-1-1-24-20180511,2,
Silique_count,28,1,20180511,1,25,SC-28-1-1-25-20180511,5,
Silique_count,28,1,20180511,1,26,SC-28-1-1-26-20180511,31,
Silique_count,28,1,20180511,1,27,SC-28-1-1-27-20180511,5,
Silique_count,28,1,20180511,1,28,SC-28-1-1-28-20180511,140,
Silique_count,28,1,20180511,2,1,SC-28-1-2-1-20180511,50,
Silique_count,28,1,20180511,2,2,SC-28-1-2-2-20180511,4,
Silique_count,28,1,20180511,2,3,SC-28-1-2-3-20180511,27,
Silique_count,28,1,20180511,2,4,SC-28-1-2-4-20180511,2,
Silique_count,28,1,20180511,2,5,SC-28-1-2-5-20180511,30,
Silique_count,28,1,20180511,2,6,SC-28-1-2-6-20180511,41,
Silique_count,28,1,20180511,2,7,SC-28-1-2-7-20180511,13,
Silique_count,28,1,20180511,2,8,SC-28-1-2-8-20180511,2,
Silique_count,28,1,20180511,2,9,SC-28-1-2-9-20180511,5,
Silique_count,28,1,20180511,2,10,SC-28-1-2-10-20180511,2,
Silique_count,28,1,20180511,2,11,SC-28-1-2-11-20180511,3,
Silique_count,28,1,20180511,2,12,SC-28-1-2-12-20180511,5,
Silique_count,28,1,20180511,2,13,SC-28-1-2-13-20180511,3,
Silique_count,28,1,20180511,2,14,SC-28-1-2-14-20180511,21,
Silique_count,28,1,20180511,2,15,SC-28-1-2-15-20180511,1,
Silique_count,28,1,20180511,2,16,SC-28-1-2-16-20180511,1,
Silique_count,28,1,20180511,2,17,SC-28-1-2-17-20180511,11,nearby substitue for one that we skipped because it had lost a branch
Silique_count,28,1,20180511,2,18,SC-28-1-2-18-20180511,3,
Silique_count,28,1,20180511,2,19,SC-28-1-2-19-20180511,13,
Silique_count,28,1,20180511,2,20,SC-28-1-2-20-20180511,5,
Silique_count,28,1,20180511,2,21,SC-28-1-2-21-20180511,3,
Silique_count,28,1,20180511,2,22,SC-28-1-2-22-20180511,6,
Silique_count,28,1,20180511,2,23,SC-28-1-2-23-20180511,2,
Silique_count,28,1,20180511,2,24,SC-28-1-2-24-20180511,23,
Silique_count,28,1,20180511,2,25,SC-28-1-2-25-20180511,22,
Silique_count,28,1,20180511,2,26,SC-28-1-2-26-20180511,5,
Silique_count,28,1,20180511,2,27,SC-28-1-2-27-20180511,7,
Silique_count,28,1,20180511,2,28,SC-28-1-2-28-20180511,12,
Silique_count,28,1,20180511,2,29,SC-28-1-2-29-20180511,1,
Silique_count,28,2,20180511,1,1,SC-28-2-1-1-20180511,32,
Silique_count,28,2,20180511,1,2,SC-28-2-1-2-20180511,9,
Silique_count,28,2,20180511,1,3,SC-28-2-1-3-20180511,9,
Silique_count,28,2,20180511,1,4,SC-28-2-1-4-20180511,8,
Silique_count,28,2,20180511,1,5,SC-28-2-1-5-20180511,4,
Silique_count,28,2,20180511,1,6,SC-28-2-1-6-20180511,4,
Silique_count,28,2,20180511,1,7,SC-28-2-1-7-20180511,4,
Silique_count,28,2,20180511,1,8,SC-28-2-1-8-20180511,4,
Silique_count,28,2,20180511,1,9,SC-28-2-1-9-20180511,7,
Silique_count,28,2,20180511,1,10,SC-28-2-1-10-20180511,5,
Silique_count,28,2,20180511,1,11,SC-28-2-1-11-20180511,6,
Silique_count,28,2,20180511,1,12,SC-28-2-1-12-20180511,22,
Silique_count,28,2,20180511,1,13,SC-28-2-1-13-20180511,2,
Silique_count,28,2,20180511,1,14,SC-28-2-1-14-20180511,19,
Silique_count,28,2,20180511,1,15,SC-28-2-1-15-20180511,16,
Silique_count,28,2,20180511,1,16,SC-28-2-1-16-20180511,12,
Silique_count,28,2,20180511,1,17,SC-28-2-1-17-20180511,4,
Silique_count,28,2,20180511,1,18,SC-28-2-1-18-20180511,4,
Silique_count,28,2,20180511,1,19,SC-28-2-1-19-20180511,5,
Silique_count,28,2,20180511,1,20,SC-28-2-1-20-20180511,1,
Silique_count,28,2,20180511,1,21,SC-28-2-1-21-20180511,2,
Silique_count,28,2,20180511,1,22,SC-28-2-1-22-20180511,12,
Silique_count,28,2,20180511,1,23,SC-28-2-1-23-20180511,10,
Silique_count,28,2,20180511,1,24,SC-28-2-1-24-20180511,7,
Silique_count,28,2,20180511,2,1,SC-28-2-2-1-20180511,5,
Silique_count,28,2,20180511,2,2,SC-28-2-2-2-20180511,2,
Silique_count,28,2,20180511,2,3,SC-28-2-2-3-20180511,2,
Silique_count,28,2,20180511,2,4,SC-28-2-2-4-20180511,2,
Silique_count,28,2,20180511,2,5,SC-28-2-2-5-20180511,3,
Silique_count,28,2,20180511,2,6,SC-28-2-2-6-20180511,10,
Silique_count,28,2,20180511,2,7,SC-28-2-2-7-20180511,13,
Silique_count,28,2,20180511,2,8,SC-28-2-2-8-20180511,7,
Silique_count,28,2,20180511,2,9,SC-28-2-2-9-20180511,7,
Silique_count,28,3,20180511,1,1,SC-28-3-1-1-20180511,6,
Silique_count,28,3,20180511,1,2,SC-28-3-1-2-20180511,16,
Silique_count,28,3,20180511,1,3,SC-28-3-1-3-20180511,3,
Silique_count,28,3,20180511,1,4,SC-28-3-1-4-20180511,2,
Silique_count,28,3,20180511,1,5,SC-28-3-1-5-20180511,6,
Silique_count,28,3,20180511,1,6,SC-28-3-1-6-20180511,7,
Silique_count,28,3,20180511,1,7,SC-28-3-1-7-20180511,13,
Silique_count,28,3,20180511,1,8,SC-28-3-1-8-20180511,5,
Silique_count,28,3,20180511,1,9,SC-28-3-1-9-20180511,29,
Silique_count,28,3,20180511,1,10,SC-28-3-1-10-20180511,10,
Silique_count,28,3,20180511,1,11,SC-28-3-1-11-20180511,46,
Silique_count,28,3,20180511,1,12,SC-28-3-1-12-20180511,5,
Silique_count,28,3,20180511,1,13,SC-28-3-1-13-20180511,20,
Silique_count,28,3,20180511,1,14,SC-28-3-1-14-20180511,2,
Silique_count,28,3,20180511,1,15,SC-28-3-1-15-20180511,3,
Silique_count,28,3,20180511,1,16,SC-28-3-1-16-20180511,29,
Silique_count,28,3,20180511,1,17,SC-28-3-1-17-20180511,5,
Silique_count,28,3,20180511,1,18,SC-28-3-1-18-20180511,6,
Silique_count,28,3,20180511,1,19,SC-28-3-1-19-20180511,4,
Silique_count,28,3,20180511,1,20,SC-28-3-1-20-20180511,97,
Silique_count,28,3,20180511,1,21,SC-28-3-1-21-20180511,2,
Silique_count,28,3,20180511,1,22,SC-28-3-1-22-20180511,2,
Silique_count,28,3,20180511,1,23,SC-28-3-1-23-20180511,28,
Silique_count,28,3,20180511,1,24,SC-28-3-1-24-20180511,4,
Silique_count,28,3,20180511,1,25,SC-28-3-1-25-20180511,3,
Silique_count,28,3,20180511,1,26,SC-28-3-1-26-20180511,29,
Silique_count,28,3,20180511,1,27,SC-28-3-1-27-20180511,19,
Silique_count,28,3,20180511,1,28,SC-28-3-1-28-20180511,2,
Silique_count,28,3,20180511,1,29,SC-28-3-1-29-20180511,0,"bolted, but no fruits"
Silique_count,28,3,20180511,1,30,SC-28-3-1-30-20180511,13,
Silique_count,28,3,20180511,1,31,SC-28-3-1-31-20180511,5,
Silique_count,28,3,20180511,1,32,SC-28-3-1-32-20180511,18,
Silique_count,28,3,20180511,1,33,SC-28-3-1-33-20180511,10,
Silique_count,28,3,20180511,1,34,SC-28-3-1-34-20180511,23,
Silique_count,28,3,20180511,1,35,SC-28-3-1-35-20180511,12,
Silique_count,28,3,20180511,1,36,SC-28-3-1-36-20180511,4,
Silique_count,28,3,20180511,1,37,SC-28-3-1-37-20180511,16,
Silique_count,28,3,20180511,1,38,SC-28-3-1-38-20180511,5,
Silique_count,28,3,20180511,1,39,SC-28-3-1-39-20180511,82,
Silique_count,28,3,20180511,1,40,SC-28-3-1-40-20180511,3,
Silique_count,28,3,20180511,1,41,SC-28-3-1-41-20180511,8,
Silique_count,28,3,20180511,1,42,SC-28-3-1-42-20180511,11,
Silique_count,28,3,20180511,1,43,SC-28-3-1-43-20180511,3,
Silique_count,28,3,20180511,1,44,SC-28-3-1-44-20180511,3,
Silique_count,28,3,20180511,2,1,SC-28-3-2-1-20180511,10,
Silique_count,28,3,20180511,2,2,SC-28-3-2-2-20180511,10,
Silique_count,28,3,20180511,2,3,SC-28-3-2-3-20180511,8,
Silique_count,28,3,20180511,2,4,SC-28-3-2-4-20180511,9,
Silique_count,28,3,20180511,2,5,SC-28-3-2-5-20180511,3,
Silique_count,28,3,20180511,2,6,SC-28-3-2-6-20180511,2,
Silique_count,28,3,20180511,2,7,SC-28-3-2-7-20180511,6,
Silique_count,28,3,20180511,2,8,SC-28-3-2-8-20180511,16,
Silique_count,28,3,20180511,2,9,SC-28-3-2-9-20180511,2,
Silique_count,28,3,20180511,2,10,SC-28-3-2-10-20180511,12,
Silique_count,28,3,20180511,2,11,SC-28-3-2-11-20180511,28,
Silique_count,28,3,20180511,2,12,SC-28-3-2-12-20180511,3,
Silique_count,28,3,20180511,2,13,SC-28-3-2-13-20180511,0,"bolted, but no fruits"
Silique_count,28,3,20180511,2,14,SC-28-3-2-14-20180511,1,
Silique_count,28,3,20180511,2,15,SC-28-3-2-15-20180511,18,
Silique_count,28,3,20180511,2,16,SC-28-3-2-16-20180511,6,
Silique_count,28,3,20180511,2,17,SC-28-3-2-17-20180511,20,
Silique_count,28,4,20180511,1,1,SC-28-4-1-1-20180511,3,
Silique_count,28,4,20180511,1,2,SC-28-4-1-2-20180511,1,
Silique_count,28,4,20180511,1,3,SC-28-4-1-3-20180511,0,
Silique_count,28,4,20180511,1,4,SC-28-4-1-4-20180511,2,
Silique_count,28,4,20180511,1,5,SC-28-4-1-5-20180511,2,
Silique_count,28,4,20180511,1,6,SC-28-4-1-6-20180511,32,
Silique_count,28,4,20180511,1,7,SC-28-4-1-7-20180511,70,
Silique_count,28,4,20180511,1,8,SC-28-4-1-8-20180511,11,
Silique_count,28,4,20180511,1,9,SC-28-4-1-9-20180511,38,
Silique_count,28,4,20180511,1,10,SC-28-4-1-10-20180511,172,
Silique_count,28,4,20180511,1,11,SC-28-4-1-11-20180511,3,
Silique_count,28,4,20180511,1,12,SC-28-4-1-12-20180511,28,
Silique_count,28,4,20180511,1,13,SC-28-4-1-13-20180511,25,
Silique_count,28,4,20180511,1,14,SC-28-4-1-14-20180511,1,
Silique_count,28,4,20180511,2,1,SC-28-4-2-1-20180511,2,
Silique_count,28,4,20180511,2,2,SC-28-4-2-2-20180511,6,
Silique_count,28,4,20180511,2,3,SC-28-4-2-3-20180511,60,
Silique_count,28,4,20180511,2,4,SC-28-4-2-4-20180511,37,
Silique_count,28,4,20180511,2,5,SC-28-4-2-5-20180511,0,"Bolted, but no fruits"
Silique_count,28,4,20180511,2,6,SC-28-4-2-6-20180511,16,
Silique_count,28,5,20180511,1,1,SC-28-5-1-1-20180511,2,
Silique_count,28,5,20180511,1,2,SC-28-5-1-2-20180511,2,
Silique_count,28,5,20180511,1,3,SC-28-5-1-3-20180511,1,
Silique_count,28,5,20180511,1,4,SC-28-5-1-4-20180511,6,
Silique_count,28,5,20180511,1,5,SC-28-5-1-5-20180511,16,
Silique_count,28,5,20180511,1,6,SC-28-5-1-6-20180511,8,
Silique_count,28,5,20180511,1,7,SC-28-5-1-7-20180511,5,
Silique_count,28,5,20180511,1,8,SC-28-5-1-8-20180511,13,
Silique_count,28,5,20180511,1,9,SC-28-5-1-9-20180511,4,
